Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,tariff (product.metafields.custom.tariff),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
test-analytics-revamp-product-5,Test Analytics Revamp Product 5,"",Jeffrey Shop,,"","",true,Title,Default Title,,,,,,,,werewrwerer,0.0,shopify,deny,manual,10.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,,kg,,,active
test-analytics-revamp-product-4,Test Analytics Revamp Product 4,"",Jeffrey Shop,,"","",true,Title,Default Title,,,,,,,,ewrwrwrwer,0.0,shopify,deny,manual,10.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,,kg,,,active
test-analytics-revamp-product-3,Test Analytics Revamp Product 3,"",Jeffrey Shop,,"","",true,Title,Default Title,,,,,,,,'1231231231231,0.0,shopify,deny,manual,10.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,,kg,,,active
test-analytics-revamp-product-2,Test Analytics Revamp Product 2,"",Jeffrey Shop,,"","",true,Title,Default Title,,,,,,,,werewrwerw,0.0,shopify,deny,manual,10.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,,kg,,,active
test-analytics-revamp-product-1,Test Analytics Revamp Product 1,"",Jeffrey Shop,,"","",true,Title,Default Title,,,,,,,,werewrwer,0.0,shopify,deny,manual,10.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,,kg,,,active
gift-card,Gift Card,"<meta content=""0; URL='/a/gc/gift-card/'"" http-equiv=""refresh"">
<script>window.location.href=""/a/gc/gift-card/"";</script>
",Jeffrey Shop,,GIST_GIFT_CARD,gift-card-product,true,Amount,50.00,,,,,,,,"",0.0,,continue,manual,50.00,,false,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/gift-card.jpg?v=1684342889,1,"",false,,,,,,,,,,,,,,,,,,lb,,,active
gift-card,,,,,,,,,100.00,,,,,,,,"",0.0,,continue,manual,100.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,lb,,,
gift-card,,,,,,,,,150.00,,,,,,,,"",0.0,,continue,manual,150.00,,false,false,,,,,,,,,,,,,,,,,,,,,,,lb,,,
video-greet-send-a-gift-message-with-your-order,Video Greet — send a gift message with your order (You'll record after checkout),"Personalize your gift with a video or audio message. The recipient opens their package, scans the QR code, and watches the video message you uploaded.",Jeffrey Shop,,"",videogreet,true,Title,Default Title,,,,,,,,videogreet,0.0,,deny,manual,1.99,,false,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/videogreet-example-product-1.jpg?v=1684223636,1,"",false,,,,,,,,,,,,,,,,,,kg,,,active
video-greet-send-a-gift-message-with-your-order,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/videogreet-example-product-2.jpg?v=1684223636,2,"",,,,,,,,,,,,,,,,,,,,,,
video-greet-send-a-gift-message-with-your-order,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/videogreet-example-product-3.jpg?v=1684223636,3,"",,,,,,,,,,,,,,,,,,,,,,
gift-wrap,Gift Wrap,Add a Gift Wrap to your Order,wrapin,,wrapin,"",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,,kg,,,active
apple-watch-band-1,Apple Watch Band,"",jeffrey-dev-test,,"","abconvert, dup_6654464491584",false,Title,Metal Mesh,,,,,,,,'1233,0.0,shopify,deny,dropshipman,59.00,79.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/6654464491584-1672993090198_4072f4d6-dbd4-4992-9774-6d97329adbd5.jpg?v=1683172750,1,"",false,,,,,,,,,,,,,,,,,,kg,,5.00,draft
apple-watch-band-1,,,,,,,,,Lether Link,,,,,,,,"",0.0,shopify,deny,manual,79.00,99.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1676445142307_46cc1ab7-f76d-482b-8760-8220b1fa5e8f.jpg?v=1683172750,2,"",,,,,,,,,,,,,,,,,,,kg,,5.00,
apple-watch-band-1,,,,,,,,,Test,,,,,,,,"",0.0,shopify,deny,manual,59.00,79.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Marble_Black_01_4b4b985d-5e8b-487b-a8c5-6b6fd6c1ce7c.jpg?v=1683172750,3,"",,,,,,,,,,,,,,,,,,,kg,,5.50,
apple-watch-band-1,,,,,,,,,123,,,,,,,,"",0.0,shopify,deny,manual,59.00,79.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,5.50,
test-compare-at-price,test compare at price,"",jeffrey-dev-test,,"","",true,Size,Test,,,,,,,,'123456,0.0,shopify,deny,manual,15.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,,kg,,,active
test-compare-at-price,,,,,,,,,Test 1,,,,,,,,'123457,0.0,shopify,deny,manual,15.00,19.99,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
tummy-control-butt-lifter-23097,Tummy Control Butt Lifter,"<p>Looking for a way to instantly reduce the appearance of your tummy and lift your butt? Look no further than our <em>Luxmery Tummy Control Butt Lifter</em>!</p>
<p>This high-waisted shapewear is designed to give you a smoother, slimmer silhouette in seconds. The wrap belt provides extra support and can be adjusted for a comfortable, custom fit.</p>
<p>Plus, the flat-belly design will help you achieve a sleeker look without sacrificing comfort. Whether you’re getting ready for a night out or just want to feel more confident in your own skin, our Tummy Control Butt Lifter is an essential addition to your wardrobe.</p>",Luxmery,,"","Butt Lifter, Shaper Belt",true,Color,Black,,Size,3XL,,,,,774366_R7GKDY8,0.0,,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Square-newbodysuit.png?v=1677337468,1,"",false,,,,,,,,,,,,,,,,,,kg,,,active
tummy-control-butt-lifter-23097,,,,,,,,,Black,,,XXL,,,,,774366_SP5KE6U,0.0,,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/4dc26af1626a8d174310d979159735cd.jpg?v=1677337468,2,"",,,,,,,,,,,,,,,,,,,kg,,,
tummy-control-butt-lifter-23097,,,,,,,,,Black,,,XL,,,,,774366_MU7EOKO,0.0,,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/be4fb9dd896e06a56ff5624762370bb2.jpg?v=1677337468,3,"",,,,,,,,,,,,,,,,,,,kg,,,
tummy-control-butt-lifter-23097,,,,,,,,,Black,,,L,,,,,774366_ZY0SEZO,0.0,,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/902dd870451671a6ca8d5362090811bc.jpg?v=1677337468,4,"",,,,,,,,,,,,,,,,,,,kg,,,
tummy-control-butt-lifter-23097,,,,,,,,,Black,,,M,,,,,774366_1Q13R4O,0.0,,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/5d26544f92ab407b6150d2dfbaf99150.jpg?v=1677337468,5,"",,,,,,,,,,,,,,,,,,,kg,,,
tummy-control-butt-lifter-23097,,,,,,,,,Black,,,S,,,,,774366_L3ULTBS,0.0,,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/a0462d1e5cb0e1a3a66d7e411a99c80e.jpg?v=1677337468,6,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/24c6e8b6ba0a9a39361bedac06676b43.jpg?v=1677337468,kg,,,
tummy-control-butt-lifter-23097,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/392932_1ee81739-fc4c-4d22-90fe-8dad8731c5a8.png?v=1677337468,7,"",,,,,,,,,,,,,,,,,,,,,,
tummy-control-butt-lifter-23097,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/24c6e8b6ba0a9a39361bedac06676b43.jpg?v=1677337468,8,"",,,,,,,,,,,,,,,,,,,,,,
luxmery-slimming-thermal-tights,Thermal Fleece Lined Leggings,"<h3 style=""text-align: center;""><strong>Look stylish &amp; feel warmer this winter!</strong></h3>
<p>Imagine the look of stylish leggings, but with the feeling of a puffy jacket? That's the <em>Luxmery Thermal Fleece Lined Leggings.</em></p>
<p>They're made with durable, super stretchy spandex, polyester and plush material that stretches to fit your shape - whether you're curvy, slim or in-the-middle.<br><br>The anti-roll high waistband flatters your figure and lengthens the look of your legs. Plus they look great paired with any of your favorite sweaters or your best coat.</p>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0631/8545/3289/files/9323293_480x480.png?v=1668825947"" style=""display: block; margin-left: auto; margin-right: auto;""></p>
<p style=""text-align: center;""><strong>Why the Slimming Thermal Tights?</strong></p>
<p>Our tights are made with thick comfortable plush linings that lifts the shape of your body and keeps you warm during the harsh winter months and withstand the cold temperatures while also still being breathable.</p>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0631/8545/3289/files/9399233_480x480.png?v=1669095159"" style=""display: block; margin-left: auto; margin-right: auto;""></p>
<p style=""text-align: center;""><strong>The Perfect Gift for this Holidays</strong></p>
<p>Available in 4 different colors, the <em>Luxmery Thermal Fleece Lined Leggings</em> are perfect for the winter months and a great gift for this holiday season!<br data-mce-fragment=""1""></p>
<h2 data-mce-fragment=""1"" style=""text-align: center;"" data-mce-style=""text-align: center;""><strong data-mce-fragment=""1"">OUR GUARANTEE<br></strong></h2>
<p data-mce-fragment=""1"" style=""text-align: left;"" data-mce-style=""text-align: left;""> </p>",Luxmery,,"","",true,Color,Black,,Size,Regular (88LB-142LB),,,,,"",0.0,,deny,manual,20.00,40.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/blackleggingsgreybackground.webp?v=1677337455,1,"",false,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/blackleggingsgreybackground.webp?v=1677337455,kg,,,active
luxmery-slimming-thermal-tights,,,,,,,,,Black,,,Plus Size (143LB-242LB),,,,,"",0.0,,deny,manual,20.00,40.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/3293232.webp?v=1677337455,2,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/blackleggingsgreybackground.webp?v=1677337455,kg,,,
luxmery-slimming-thermal-tights,,,,,,,,,Gray,,,Regular (88LB-142LB),,,,,"",0.0,,deny,manual,20.00,40.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/3233.webp?v=1677337455,3,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/324greybackground.webp?v=1677337455,kg,,,
luxmery-slimming-thermal-tights,,,,,,,,,Gray,,,Plus Size (143LB-242LB),,,,,"",0.0,,deny,manual,20.00,40.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/4324greybackground.webp?v=1677337455,4,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/324greybackground.webp?v=1677337455,kg,,,
luxmery-slimming-thermal-tights,,,,,,,,,Brown,,,Regular (88LB-142LB),,,,,"",0.0,,deny,manual,20.00,40.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/434334.webp?v=1677337455,5,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/4324greybackground.webp?v=1677337455,kg,,,
luxmery-slimming-thermal-tights,,,,,,,,,Brown,,,Plus Size (143LB-242LB),,,,,"",0.0,,deny,manual,20.00,40.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/92219.webp?v=1677337455,6,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/4324greybackground.webp?v=1677337455,kg,,,
luxmery-slimming-thermal-tights,,,,,,,,,Nude Color,,,Regular (88LB-142LB),,,,,"",0.0,,deny,manual,20.00,40.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/9322.webp?v=1677337455,7,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/832823greybackground.webp?v=1677337455,kg,,,
luxmery-slimming-thermal-tights,,,,,,,,,Nude Color,,,Plus Size (143LB-242LB),,,,,"",0.0,,deny,manual,20.00,40.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2323.webp?v=1677337455,8,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/832823greybackground.webp?v=1677337455,kg,,,
luxmery-slimming-thermal-tights,,,,,,,,,Black + Gray + Nude (Get Brown + Gray for Free) - 5pcs,,,Regular (88LB-142LB),,,,,"",0.0,,deny,manual,60.00,120.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/324greybackground.webp?v=1677337455,9,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/5bundlegreybackground.webp?v=1677337455,kg,,,
luxmery-slimming-thermal-tights,,,,,,,,,Black + Gray + Nude (Get Brown + Gray for Free) - 5pcs,,,Plus Size (143LB-242LB),,,,,"",0.0,,deny,manual,60.00,120.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/832823greybackground.webp?v=1677337455,10,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/5bundlegreybackground.webp?v=1677337455,kg,,,
luxmery-slimming-thermal-tights,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/5bundlegreybackground.webp?v=1677337455,11,"",,,,,,,,,,,,,,,,,,,,,,
luxmery-full-bodysuit,Full Bodysuit,"<div id=""s-dfed3af2-e08a-408b-b420-c23ba032548a"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<div id=""s-dfed3af2-e08a-408b-b420-c23ba032548a"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<h3 style=""text-align: center;"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span data-mce-fragment=""1"" mce-data-marked=""1"">GIVES YOU ALL THE CONFIDENCE YOU NEED!</span></strong></h3>
<p data-mce-fragment=""1"">Say hello to the<span> </span><em>Luxmery Full Bodysuit</em><span> </span>that actually sculpts and defines your curves for that snatched look.</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">With the same smoothing technology found in each of our hourglass-enhancing shape suits, you'll look snatched, cute all at the same time.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Like all our bodysuits, pair this with your favorite bottoms OR wear it under a dress for smooth, sculpted curves.</span></p>
<p data-mce-fragment=""1""><img style=""display: block; margin-left: auto; margin-right: auto;"" height=""661"" width=""372"" src=""https://cdn.shopify.com/s/files/1/0631/8545/3289/files/bodysuit_480x480.gif?v=1676402456"" alt=""""></p>
<h3 style=""text-align: center;"" data-mce-fragment=""1"" data-mce-style=""text-align: center;""><strong>VIRAL FOR A REASON</strong></h3>
<p style=""text-align: left;"" data-mce-fragment=""1"" data-mce-style=""text-align: left;"">🧡 With our revolutionary hourglass-enhancing technology you'll look stunning, snatched and cute all at the same time.</p>
<p style=""text-align: left;"" data-mce-fragment=""1"" data-mce-style=""text-align: left;""><span data-mce-fragment=""1"" mce-data-marked=""1"">🌟 The confidence boost you'll get while wearing this will help you feel more secure and glow with positive energy.<br></span><span data-mce-fragment=""1""><br>🍑 The <em data-mce-fragment=""1"">Sculpting Bodysuit by </em><em data-mce-fragment=""1"">Luxmery</em> will boost your confidence and give you a <strong>smoother</strong> and <strong>slimmer</strong> look by enhancing your body in all the right places!</span></p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><img alt=""undefined"" src=""https://cdn.cloudfastin.top/image/2022/08/eb8d4157cb68e7657af76f5cf48862141154e1ff8a0e2fb60d7df6855064168e.jpeg"" style=""display: block; margin-left: auto; margin-right: auto;"" data-mce-fragment=""1"" data-mce-style=""display: block; margin-left: auto; margin-right: auto;"" data-mce-src=""https://cdn.cloudfastin.top/image/2022/08/eb8d4157cb68e7657af76f5cf48862141154e1ff8a0e2fb60d7df6855064168e.jpeg""></span></p>
<h2 style=""text-align: center;"" data-mce-style=""text-align: center;"" data-mce-fragment=""1""><strong>REASONS YOU'LL LOVE IT</strong></h2>
<p><b>✅ Effective Tummy Control</b><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;""><span> </span>- Made with advanced ultra-compressing material providing you with tummy control you've never seen before.</span></p>
<p><b>✅ Comfortable &amp; Soft<span> </span></b><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">- Its comfortable design allows you to wear the bodysuit enjoyably for long hours.</span></p>
<p><b>✅ Natural Butt Lift</b><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;""><span> </span>- The natural butt lifting effect makes your hip look bigger and enhances your curves.</span></p>
<div id=""s-dfed3af2-e08a-408b-b420-c23ba032548a"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<p><b>✅ Breast Support:<span> </span></b><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Provides great support for both your stomach and bust, making this shapewear perfect for everyday wear or special occasions.</span></p>
</div>
</div>
<p><b>✅ Adjustable hooks</b><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;""><span> </span>- The crotch area has 3 adjustable hooks for easy bathroom use.</span></p>
<p><strong><b>✅ For many occasions</b><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;""><span> </span>- Can be worn as a basic bodysuit with jeans or under a normal dress. It helps to prevent your clothes from rolling up and keeps the abdomen area flat. Suitable for multiple occasions such as weddings, postpartum, work, travel or everyday wear.</span></strong></p>
</div>
</div>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">SPECIFICATIONS:</span></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Color: Black / Beige / Brown</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Fabric:Nylon and Elastane</span></li>
</ul>
<h3><strong>SIZING CHART</strong></h3>
<div data-mce-fragment=""1""><img style=""display: block; margin-left: auto; margin-right: auto;"" height=""307"" width=""515"" src=""https://cdn.shopify.com/s/files/1/0631/8545/3289/files/SizeChartS-3XLCropped_480x480.png?v=1667555745"" alt=""""></div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><br>
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><br>
</div>
<div data-mce-fragment=""1""><span data-mce-fragment=""1""><br><strong>Important:</strong> We recommend sizing down at least 1 size if you prefer a tighter snatched look.   Reach out to us if you have any sizing questions!<br><br></span></div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><br>
</div>
<div data-mce-fragment=""1"">
<span data-mce-fragment=""1""></span><br>
</div>
<div data-mce-fragment=""1"">
<h2 style=""text-align: center;"" data-mce-fragment=""1"" data-mce-style=""text-align: center;""><strong data-mce-fragment=""1"">OUR GUARANTEE</strong></h2>
</div>
</div>
</div>
<div data-mce-fragment=""1""></div>",Charming Pups,,"","",true,Color,Black,,Size,S,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/greybackgroundnewbodysuit3.webp?v=1677337437,1,"",false,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/greybackgroundnewbodysuit3.webp?v=1677337437,kg,,,active
luxmery-full-bodysuit,,,,,,,,,Black,,,M,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/greybackgroundnewbodysuit2.webp?v=1677337437,2,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/greybackgroundnewbodysuit3.webp?v=1677337437,kg,,,
luxmery-full-bodysuit,,,,,,,,,Black,,,L,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/greybackgroundnewbodysuit1.webp?v=1677337437,3,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/greybackgroundnewbodysuit3.webp?v=1677337437,kg,,,
luxmery-full-bodysuit,,,,,,,,,Black,,,XL,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/greybackgroundnewbodysuit3copy.png?v=1677337437,4,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/greybackgroundnewbodysuit3.webp?v=1677337437,kg,,,
luxmery-full-bodysuit,,,,,,,,,Black,,,2XL,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2323greybackground.webp?v=1677337437,5,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/greybackgroundnewbodysuit3.webp?v=1677337437,kg,,,
luxmery-full-bodysuit,,,,,,,,,Black,,,3XL,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_bc0ed160-5218-4e38-879b-4b77a6d1fbf1.png?v=1677337437,6,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/greybackgroundnewbodysuit3.webp?v=1677337437,kg,,,
luxmery-full-bodysuit,,,,,,,,,Beige,,,S,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_1296x1296_0d7b4fab-9bec-4c19-9fd9-57313161b7ac.webp?v=1677337437,7,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/838283greybackground.webp?v=1677337437,kg,,,
luxmery-full-bodysuit,,,,,,,,,Beige,,,M,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/93293232greybackground.webp?v=1677337437,8,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/838283greybackground.webp?v=1677337437,kg,,,
luxmery-full-bodysuit,,,,,,,,,Beige,,,L,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/320323_1296x1296_72af1c74-5029-47da-9880-bf16ed2301ec.webp?v=1677337437,9,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/838283greybackground.webp?v=1677337437,kg,,,
luxmery-full-bodysuit,,,,,,,,,Beige,,,XL,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/239329_1296x1298_60a7b542-2f3d-4694-b419-dc03c7264034.webp?v=1677337437,10,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/838283greybackground.webp?v=1677337437,kg,,,
luxmery-full-bodysuit,,,,,,,,,Beige,,,2XL,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/293392_1296x1296_c6ef64c0-cd39-46a0-9157-e79768968fdd.webp?v=1677337437,11,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/838283greybackground.webp?v=1677337437,kg,,,
luxmery-full-bodysuit,,,,,,,,,Beige,,,3XL,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/838283greybackground.webp?v=1677337437,12,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/838283greybackground.webp?v=1677337437,kg,,,
luxmery-full-bodysuit,,,,,,,,,Brown,,,S,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1414greybackground.webp?v=1677337437,13,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1414greybackground.webp?v=1677337437,kg,,,
luxmery-full-bodysuit,,,,,,,,,Brown,,,M,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1212greybackground.webp?v=1677337437,14,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1414greybackground.webp?v=1677337437,kg,,,
luxmery-full-bodysuit,,,,,,,,,Brown,,,L,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1313greybackground.webp?v=1677337437,15,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1414greybackground.webp?v=1677337437,kg,,,
luxmery-full-bodysuit,,,,,,,,,Brown,,,XL,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1414greybackground.webp?v=1677337437,kg,,,
luxmery-full-bodysuit,,,,,,,,,Brown,,,2XL,,,,,"",0.0,,deny,manual,30.00,50.00,true,false,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1414greybackground.webp?v=1677337437,kg,,,
